step,total_updates,epoch,batch_in_epoch,samples_seen,mean_loss,per_target_loss,per_process_loss,target_names,process_names,step_dt,rebuild_count,holdout_loss,holdout_label,epoch_mean_loss,epoch_time_seconds,grad_norm,n_failed_samples,failed_processes
378,400,378,1,756,0.0006692841795,0.0002855618047;0.001285644938;0.0004366457957,0.0009558501862;0.0003827181729,biomass;glucose;product,T_run_2;T_run_1,0.016359,0,,,0.0006692841795,0.016359,0.0001562293771,0,
379,400,379,1,758,0.0006679956395,0.0002840808585;0.001284741847;0.000435164213,0.0009537276912;0.0003822635878,biomass;glucose;product,T_run_2;T_run_1,0.017601,0,,,0.0006679956395,0.017601,0.0001552074796,0,
380,400,380,1,760,0.0006667218832,0.0002826138038;0.00128385;0.0004337018454,0.0009516297973;0.0003818139691,biomass;glucose;product,T_run_2;T_run_1,0.017619,0,,,0.0006667218832,0.017619,0.0001542026297,0,
381,400,381,1,762,0.0006654626787,0.0002811626507;0.001282969943;0.0004322554421,0.0003813691957;0.0009495561616,biomass;glucose;product,T_run_1;T_run_2,0.015938,0,,,0.0006654626787,0.015938,0.0001531986318,0,
382,400,382,1,764,0.0006642177982,0.0002797257435;0.001282100951;0.0004308266997,0.0003809291699;0.0009475064265,biomass;glucose;product,T_run_1;T_run_2,0.016778,0,,,0.0006642177982,0.016778,0.0001522065405,0,
383,400,383,1,766,0.0006629870179,0.0002783014102;0.0012812423;0.0004294173433,0.0009454802392;0.0003804937966,biomass;glucose;product,T_run_2;T_run_1,0.018398,0,,,0.0006629870179,0.018398,0.000151238012,0,
384,400,384,1,768,0.0006617701168,0.0002768914419;0.001280394449;0.00042802446,0.0009434772705;0.0003800629632,biomass;glucose;product,T_run_2;T_run_1,0.016563,0,,,0.0006617701168,0.016563,0.0001502791128,0,
385,400,385,1,770,0.0006605668779,0.0002754966346;0.001279557508;0.0004266464905,0.0009414971907;0.000379636565,biomass;glucose;product,T_run_2;T_run_1,0.015271,0,,,0.0006605668779,0.015271,0.0001493230564,0,
386,400,386,1,772,0.000659377088,0.0002741149282;0.001278730625;0.0004252857104,0.0003792145168;0.0009395396592,biomass;glucose;product,T_run_1;T_run_2,0.015264,0,,,0.000659377088,0.015264,0.0001483850409,0,
387,400,387,1,774,0.0006582006199,0.0002727461645;0.001277913547;0.0004239421484,0.0003787968891;0.0009376043508,biomass;glucose;product,T_run_1;T_run_2,0.017056,0,,,0.0006582006199,0.017056,0.0001474654032,0,
388,400,388,1,776,0.0006570372263,0.0002713920368;0.001277106744;0.0004226128978,0.0009356909556;0.0003783834971,biomass;glucose;product,T_run_2;T_run_1,0.013332,0,,,0.0006570372263,0.013332,0.0001465501358,0,
389,400,389,1,778,0.0006558866729,0.0002700518376;0.001276309871;0.0004212983103,0.0003779741909;0.0009337991549,biomass;glucose;product,T_run_1;T_run_2,0.017868,0,,,0.0006558866729,0.017868,0.0001456438016,0,
390,400,390,1,780,0.0006547303436,0.0002687262167;0.001275533168;0.0004199316458,0.0003775320571;0.00093192863,biomass;glucose;product,T_run_1;T_run_2,0.014874,0,,,0.0006547303436,0.014874,0.0001448338487,0,
391,400,391,1,782,0.0006536058089,0.0002674232742;0.001274760494;0.0004186336587,0.0009300792028;0.000377132415,biomass;glucose;product,T_run_2;T_run_1,0.014679,0,,,0.0006536058089,0.014679,0.0001438005101,0,
392,400,392,1,784,0.0006524935119,0.0002661019722;0.001273987298;0.0004173912653,0.0003767367512;0.0009282502726,biomass;glucose;product,T_run_1;T_run_2,0.015501,0,,,0.0006524935119,0.015501,0.0001429979399,0,
393,400,393,1,786,0.0006513932681,0.0002647922765;0.001273221795;0.0004161657331,0.0009264416888;0.0003763448474,biomass;glucose;product,T_run_2;T_run_1,0.015963,0,,,0.0006513932681,0.015963,0.0001422610158,0,
394,400,394,1,788,0.0006503048784,0.0002635302398;0.001272474802;0.0004149095936,0.0003759564321;0.0009246533246,biomass;glucose;product,T_run_1;T_run_2,0.017277,0,,,0.0006503048784,0.017277,0.0001412916039,0,
395,400,395,1,790,0.0006492281642,0.0002622769095;0.001271733445;0.0004136741376,0.0009228846779;0.0003755716504,biomass;glucose;product,T_run_2;T_run_1,0.016887,0,,,0.0006492281642,0.016887,0.0001404268474,0,
396,400,396,1,792,0.0006481629417,0.0002610187238;0.001270994469;0.0004124756327,0.000921135408;0.0003751904754,biomass;glucose;product,T_run_2;T_run_1,0.014430,0,,,0.0006481629417,0.014430,0.0001397349749,0,
397,400,397,1,794,0.0006471090332,0.0002597912575;0.001270271098;0.0004112647444,0.0009194054845;0.000374812582,biomass;glucose;product,T_run_2;T_run_1,0.016225,0,,,0.0006471090332,0.016225,0.0001388773845,0,
398,400,398,1,796,0.0006460662643,0.0002585773785;0.001269558443;0.0004100629716,0.0003744379758;0.0009176945529,biomass;glucose;product,T_run_1;T_run_2,0.014130,0,,,0.0006460662643,0.014130,0.0001379834284,0,
399,400,399,1,798,0.0006450344564,0.000257348679;0.001268846861;0.0004089078292,0.0003740667579;0.0009160021549,biomass;glucose;product,T_run_1;T_run_2,0.014918,0,,,0.0006450344564,0.014918,0.0001372840787,0,
400,400,400,1,800,0.0006440134436,0.0002561391193;0.001268146258;0.0004077549538,0.0009143282142;0.000373698673,biomass;glucose;product,T_run_2;T_run_1,0.017207,0,,,0.0006440134436,0.017207,0.0001365348721,0,
