step,total_updates,epoch,batch_in_epoch,samples_seen,mean_loss,per_target_loss,per_process_loss,target_names,process_names,step_dt,rebuild_count,holdout_loss,holdout_label,epoch_mean_loss,epoch_time_seconds,grad_norm,n_failed_samples,failed_processes
407,800,407,1,1221,0.0003167115468,0.0003553719999;0.0003919804564;0.0002027821841,0.0004281519981;0.000270341268;0.0002516413744,biomass;glucose;product,run_2;run_3;run_1,0.030941,0,,,0.0003167115468,0.030941,0.0003648705419,0,
408,800,408,1,1224,0.0003161577998,0.0003548194058;0.0003912559198;0.0002023980737,0.0004274305925;0.0002699312554;0.0002511115514,biomass;glucose;product,run_2;run_3;run_1,0.020323,0,,,0.0003161577998,0.020323,0.0003637141779,0,
409,800,409,1,1227,0.0003156071503,0.0003542698522;0.0003905358769;0.0002020157217,0.0002505849772;0.000426712632;0.0002695238417,biomass;glucose;product,run_1;run_2;run_3,0.009866,0,,,0.0003156071503,0.009866,0.0003625587334,0,
410,800,410,1,1230,0.0003150595737,0.0003537233046;0.0003898202743;0.000201635142,0.0002691189964;0.0002500615733;0.0004259981512,biomass;glucose;product,run_3;run_1;run_2,0.046488,0,,,0.0003150595737,0.046488,0.0003614022157,0,
411,800,411,1,1233,0.0003145150454,0.0003531797822;0.0003891090502;0.0002012563036,0.0002687168289;0.0002495413977;0.0004252869095,biomass;glucose;product,run_3;run_1;run_2,0.026106,0,,,0.0003145150454,0.026106,0.0003602484438,0,
412,800,412,1,1236,0.0003139735412,0.0003526392928;0.0003884021532;0.0002008791776,0.0002683173971;0.0004245787353;0.0002490244911,biomass;glucose;product,run_3;run_2;run_1,0.030841,0,,,0.0003139735412,0.030841,0.0003591006794,0,
413,800,413,1,1239,0.0003134350371,0.0003521017954;0.0003876995521;0.0002005037638,0.0002679206059;0.0004238737129;0.0002485107925,biomass;glucose;product,run_3;run_2;run_1,0.044424,0,,,0.0003134350371,0.044424,0.0003579580142,0,
414,800,414,1,1242,0.0003128995094,0.000351567249;0.0003870012232;0.0002001300559,0.0002675263585;0.0002480002518;0.0004231719178,biomass;glucose;product,run_3;run_1;run_2,0.034457,0,,,0.0003128995094,0.034457,0.0003568193848,0,
415,800,415,1,1245,0.0003123669345,0.0003510356495;0.0003863071393;0.0001997580146,0.0004224732157;0.0002474929141;0.0002671346736,biomass;glucose;product,run_2;run_1;run_3,0.036318,0,,,0.0003123669345,0.036318,0.0003556867024,0,
416,800,416,1,1248,0.0003118372891,0.0003505069907;0.0003856172779;0.0001993875986,0.0004217774756;0.0002469888239;0.0002667455678,biomass;glucose;product,run_2;run_1;run_3,0.026687,0,,,0.0003118372891,0.026687,0.0003545612766,0,
417,800,417,1,1251,0.0003113105503,0.0003499812261;0.0003849316275;0.0001990187972,0.0004210847828;0.000266358937;0.0002464879309,biomass;glucose;product,run_2;run_3;run_1,0.031926,0,,,0.0003113105503,0.031926,0.0003534406973,0,
418,800,418,1,1254,0.0003107866952,0.0003494583024;0.0003842501756;0.0001986516076,0.000265974652;0.0004203952701;0.0002459901636,biomass;glucose;product,run_3;run_2;run_1,0.020463,0,,,0.0003107866952,0.020463,0.0003523221077,0,
419,800,419,1,1257,0.0003102657014,0.0003489382038;0.0003835728962;0.0001982860043,0.0004197088872;0.0002655926891;0.000245495528,biomass;glucose;product,run_2;run_3;run_1,0.011294,0,,,0.0003102657014,0.011294,0.0003512062972,0,
420,800,420,1,1260,0.0003097475467,0.0003484209313;0.000382899754;0.0001979219547,0.0002450040596;0.0002652130708;0.0004190255097,biomass;glucose;product,run_1;run_3;run_2,0.017451,0,,,0.0003097475467,0.017451,0.0003500958152,0,
421,800,421,1,1263,0.0003092322089,0.0003479064605;0.0003822307149;0.0001975594512,0.0002648357441;0.0004183451578;0.0002445157247,biomass;glucose;product,run_3;run_2;run_1,0.052307,0,,,0.0003092322089,0.052307,0.0003489910904,0,
422,800,422,1,1266,0.0003087196668,0.0003473947489;0.0003815657492;0.0001971985023,0.0004176679288;0.0002644606205;0.0002440304511,biomass;glucose;product,run_2;run_3;run_1,0.039478,0,,,0.0003087196668,0.039478,0.0003478911666,0,
423,800,423,1,1269,0.0003082098984,0.0003468857832;0.0003809048106;0.0001968391014,0.0004169937914;0.0002640876921;0.0002435482117,biomass;glucose;product,run_2;run_3;run_1,0.030120,0,,,0.0003082098984,0.030120,0.0003467966026,0,
424,800,424,1,1272,0.0003077028822,0.0003463795628;0.0003802478521;0.0001964812318,0.0002637170113;0.0004163226211;0.0002430690142,biomass;glucose;product,run_3;run_2;run_1,0.037618,0,,,0.0003077028822,0.037618,0.0003457087559,0,
425,800,425,1,1275,0.0003071985971,0.000345876066;0.0003795948327;0.0001961248927,0.000242592819;0.0002633485786;0.0004156543938,biomass;glucose;product,run_1;run_3;run_2,0.052465,0,,,0.0003071985971,0.052465,0.0003446267995,0,
426,800,426,1,1278,0.0003066970222,0.000345375253;0.0003789457161;0.0001957700975,0.0002421195453;0.0002629823429;0.0004149891784,biomass;glucose;product,run_1;run_3;run_2,0.019140,0,,,0.0003066970222,0.019140,0.0003435482363,0,
427,800,427,1,1281,0.0003061981367,0.0003448771003;0.0003783004638;0.0001954168461,0.0002626182994;0.0004143269583;0.0002416491524,biomass;glucose;product,run_3;run_2;run_1,0.033317,0,,,0.0003061981367,0.033317,0.0003424721159,0,
428,800,428,1,1284,0.0003057019202,0.0003443816049;0.0003776590347;0.0001950651211,0.0002411816487;0.0002622564961;0.0004136676159,biomass;glucose;product,run_1;run_3;run_2,0.040999,0,,,0.0003057019202,0.040999,0.0003413995151,0,
429,800,429,1,1287,0.0003052083524,0.0003438887541;0.0003770213922;0.0001947149109,0.0002407170233;0.0004130110925;0.0002618969415,biomass;glucose;product,run_1;run_2;run_3,0.028107,0,,,0.0003052083524,0.028107,0.0003403310597,0,
430,800,430,1,1290,0.0003047174132,0.0003433985186;0.0003763875056;0.0001943662154,0.0002402552296;0.0004123574261;0.0002615395839,biomass;glucose;product,run_1;run_2;run_3,0.036089,0,,,0.0003047174132,0.036089,0.0003392662452,0,
431,800,431,1,1293,0.0003042290827,0.0003429108771;0.0003757573456;0.0001940190255,0.0002397962432;0.00026118439;0.0004117066149,biomass;glucose;product,run_1;run_3;run_2,0.056383,0,,,0.0003042290827,0.056383,0.0003382052724,0,
432,800,432,1,1296,0.0003037433413,0.0003424258228;0.0003751308834;0.0001936733177,0.0002608313707;0.0002393400782;0.0004110585751,biomass;glucose;product,run_3;run_1;run_2,0.016088,0,,,0.0003037433413,0.016088,0.0003371494298,0,
433,800,433,1,1299,0.0003032601695,0.0003419433411;0.0003745080944;0.0001933290729,0.0002388867326;0.0002604805134;0.0004104132624,biomass;glucose;product,run_1;run_3;run_2,0.034279,0,,,0.0003032601695,0.034279,0.0003360991089,0,
434,800,434,1,1302,0.0003027795479,0.0003414634;0.0003738889585;0.0001929862853,0.0004097707248;0.0002601317531;0.0002384361659,biomass;glucose;product,run_2;run_3;run_1,0.040257,0,,,0.0003027795479,0.040257,0.000335053126,0,
435,800,435,1,1305,0.0003023014576,0.0003409859715;0.0003732734547;0.0001926449464,0.0002379883445;0.0004091309929;0.0002597850352,biomass;glucose;product,run_1;run_2;run_3,0.025371,0,,,0.0003023014576,0.025371,0.0003340105385,0,
436,800,436,1,1308,0.0003018258795,0.0003405110428;0.0003726615583;0.0001923050373,0.0002594403518;0.0002375432688;0.0004084940178,biomass;glucose;product,run_3;run_1;run_2,0.033500,0,,,0.0003018258795,0.033500,0.0003329717385,0,
437,800,437,1,1311,0.0003013527949,0.0003400386013;0.0003720532422;0.0001919665413,0.0002590976918;0.0004078597584;0.0002371009346,biomass;glucose;product,run_3;run_2;run_1,0.043524,0,,,0.0003013527949,0.043524,0.0003319372362,0,
438,800,438,1,1314,0.0003008821853,0.0003395686226;0.000371448479;0.0001916294543,0.0002587570078;0.0004072282416;0.0002366613065,biomass;glucose;product,run_3;run_2;run_1,0.021580,0,,,0.0003008821853,0.021580,0.000330906764,0,
439,800,439,1,1317,0.0003004140324,0.0003391010848;0.000370847239;0.0001912937733,0.0004065994865;0.0002362243505;0.0002584182602,biomass;glucose;product,run_2;run_1;run_3,0.015911,0,,,0.0003004140324,0.015911,0.0003298802391,0,
440,800,440,1,1320,0.0002999483178,0.0003386359778;0.000370249489;0.0001909594867,0.0002357900585;0.0002580814519;0.0004059734431,biomass;glucose;product,run_1;run_3;run_2,0.030792,0,,,0.0002999483178,0.030792,0.0003288584252,0,
441,800,441,1,1323,0.0002994850237,0.0003381732915;0.0003696551956;0.0001906265841,0.0002353584207;0.0004053500591;0.0002577465913,biomass;glucose;product,run_1;run_2;run_3,0.037032,0,,,0.0002994850237,0.037032,0.0003278418291,0,
442,800,442,1,1326,0.0002990241322,0.0003377130038;0.0003690643274;0.0001902950652,0.0002574136556;0.0002349293999;0.0004047293409,biomass;glucose;product,run_3;run_1;run_2,0.043310,0,,,0.0002990241322,0.043310,0.000326829828,0,
443,800,443,1,1329,0.0002985656255,0.0003372550914;0.0003684768538;0.0001899649312,0.0002345029559;0.0004041112996;0.0002570826209,biomass;glucose;product,run_1;run_2;run_3,0.037503,0,,,0.0002985656255,0.037503,0.0003258215537,0,
444,800,444,1,1332,0.0002981094859,0.0003367995404;0.0003678927431;0.0001896361741,0.000256753494;0.0004034958918;0.0002340790717,biomass;glucose;product,run_3;run_2;run_1,0.046547,0,,,0.0002981094859,0.046547,0.0003248168808,0,
445,800,445,1,1335,0.0002976556962,0.0003363463393;0.0003673119654;0.0001893087838,0.0002564262856;0.0002336577377;0.0004028830652,biomass;glucose;product,run_3;run_1;run_2,0.026748,0,,,0.0002976556962,0.026748,0.0003238159557,0,
446,800,446,1,1338,0.0002972042391,0.0003358954688;0.0003667344924;0.0001889827561,0.0002561009767;0.0004022728146;0.0002332389261,biomass;glucose;product,run_3;run_2;run_1,0.035674,0,,,0.0002972042391,0.035674,0.0003228185095,0,
447,800,447,1,1341,0.0002967550977,0.0003354469082;0.0003661602977;0.0001886580873,0.0002557775394;0.0004016651458;0.000232822608,biomass;glucose;product,run_3;run_2;run_1,0.038196,0,,,0.0002967550977,0.038196,0.0003218243554,0,
448,800,448,1,1344,0.000296308255,0.0003350006445;0.0003655893551;0.0001883347653,0.0002554559671;0.0004010600234;0.0002324087744,biomass;glucose;product,run_3;run_2;run_1,0.040478,0,,,0.000296308255,0.040478,0.0003208339706,0,
449,800,449,1,1347,0.0002958636942,0.0003345566665;0.0003650216403;0.0001880127758,0.0004004574044;0.000231997422;0.0002551362563,biomass;glucose;product,run_2;run_1;run_3,0.019810,0,,,0.0002958636942,0.019810,0.000319847911,0,
450,800,450,1,1350,0.0002954213988,0.000334114955;0.0003644571314;0.00018769211,0.000254818379;0.000399857287;0.0002315885304,biomass;glucose;product,run_3;run_2;run_1,0.022840,0,,,0.0002954213988,0.022840,0.0003188660701,0,
451,800,451,1,1353,0.0002949813523,0.000333675488;0.000363895808;0.0001873727609,0.0002545022985;0.0003992596846;0.0002311820738,biomass;glucose;product,run_3;run_2;run_1,0.012350,0,,,0.0002949813523,0.012350,0.0003178880356,0,
452,800,452,1,1356,0.0002945435384,0.0003332382495;0.0003633376493;0.0001870547165,0.0002307780402;0.0002541879973;0.0003986645778,biomass;glucose;product,run_1;run_3;run_2,0.052839,0,,,0.0002945435384,0.052839,0.0003169137552,0,
453,800,453,1,1359,0.000294107941,0.0003328032261;0.000362782634;0.000186737963,0.0003980719353;0.0002303764223;0.0002538754654,biomass;glucose;product,run_2;run_1;run_3,0.055439,0,,,0.000294107941,0.055439,0.0003159433454,0,
454,800,454,1,1362,0.0002936745442,0.0003323703995;0.0003622307405;0.0001864224925,0.0002535646771;0.0003974817552;0.0002299772002,biomass;glucose;product,run_3;run_2;run_1,0.027403,0,,,0.0002936745442,0.027403,0.0003149766418,0,
455,800,455,1,1365,0.000293243332,0.0003319397505;0.0003616819463;0.0001861082992,0.0002532556021;0.0003968940449;0.000229580349,biomass;glucose;product,run_3;run_2;run_1,0.031303,0,,,0.000293243332,0.031303,0.0003140134723,0,
456,800,456,1,1368,0.0002928142889,0.0003315112656;0.0003611362269;0.0001857953741,0.0002529482287;0.0003963087829;0.000229185855,biomass;glucose;product,run_3;run_2;run_1,0.024960,0,,,0.0002928142889,0.024960,0.0003130540895,0,
457,800,457,1,1371,0.0002923873993,0.0003310849338;0.000360593557;0.0001854837071,0.0002526425542;0.0002287937087;0.0003957259349,biomass;glucose;product,run_3;run_1;run_2,0.011320,0,,,0.0002923873993,0.011320,0.0003120988642,0,
458,800,458,1,1374,0.0002919626479,0.0003306607395;0.0003600539111;0.000185173293,0.0002523385641;0.000228403889;0.0003951454905,biomass;glucose;product,run_3;run_1;run_2,0.056076,0,,,0.0002919626479,0.056076,0.0003111477676,0,
459,800,459,1,1377,0.0002915400195,0.0003302386652;0.0003595172641;0.0001848641293,0.0002280163693;0.0002520362395;0.0003945674498,biomass;glucose;product,run_1;run_3;run_2,0.038057,0,,,0.0002915400195,0.038057,0.0003102005198,0,
460,800,460,1,1380,0.0002911194992,0.0003298186973;0.0003589835903;0.00018455621,0.0003939917907;0.0002517355751;0.0002276311318,biomass;glucose;product,run_2;run_3;run_1,0.017852,0,,,0.0002911194992,0.017852,0.0003092570041,0,
461,800,461,1,1383,0.000290701072,0.0003294008237;0.0003584528647;0.0001842495277,0.0002272481627;0.0003934184817;0.0002514365717,biomass;glucose;product,run_1;run_2;run_3,0.021871,0,,,0.000290701072,0.021871,0.0003083171806,0,
462,800,462,1,1386,0.0002902847234,0.0003289850292;0.0003579250628;0.0001839440783,0.0002268674408;0.0003928475116;0.0002511392179,biomass;glucose;product,run_1;run_2;run_3,0.038116,0,,,0.0002902847234,0.038116,0.000307380825,0,
463,800,463,1,1389,0.0002898704388,0.0003285712973;0.0003574001607;0.0001836398584,0.0002508434965;0.0003922788778;0.0002264889422,biomass;glucose;product,run_3;run_2;run_1,0.045640,0,,,0.0002898704388,0.045640,0.000306447721,0,
464,800,464,1,1392,0.0002894582039,0.0003281596154;0.0003568781351;0.0001833368612,0.0002261126521;0.0002505493993;0.0003917125603,biomass;glucose;product,run_1;run_3;run_2,0.033682,0,,,0.0002894582039,0.033682,0.000305517964,0,
465,800,465,1,1395,0.0002890480046,0.0003277499722;0.0003563589633;0.0001830350782,0.0002502569214;0.0003911485322;0.0002257385601,biomass;glucose;product,run_3;run_2;run_1,0.057451,0,,,0.0002890480046,0.057451,0.0003045917862,0,
466,800,466,1,1398,0.000288639827,0.0003273423532;0.0003558426241;0.0001827345038,0.0003905867847;0.0002499660473;0.0002253666491,biomass;glucose;product,run_2;run_3;run_1,0.025238,0,,,0.000288639827,0.025238,0.0003036692413,0,
467,800,467,1,1401,0.0002882336573,0.0003269367426;0.0003553290972;0.000182435132,0.0003900273171;0.0002249968994;0.0002496767553,biomass;glucose;product,run_2;run_1;run_3,0.014633,0,,,0.0002882336573,0.014633,0.0003027502114,0,
468,800,468,1,1404,0.0002878294817,0.0003265331272;0.0003548183629;0.0001821369551,0.0002246292981;0.0002493890325;0.0003894701145,biomass;glucose;product,run_1;run_3;run_2,0.017764,0,,,0.0002878294817,0.017764,0.0003018346979,0,
469,800,469,1,1407,0.0002874272868,0.0003261314946;0.000354310402;0.0001818399639,0.0002491028693;0.0002242638344;0.0003889151567,biomass;glucose;product,run_3;run_1;run_2,0.025931,0,,,0.0002874272868,0.025931,0.0003009227229,0,
470,800,470,1,1410,0.0002870270593,0.0003257318302;0.0003538051957;0.0001815441521,0.0002488182481;0.000388362438;0.0002239004919,biomass;glucose;product,run_3;run_2;run_1,0.052989,0,,,0.0002870270593,0.052989,0.0003000141615,0,
471,800,471,1,1413,0.000286628786,0.0003253341188;0.0003533027249;0.0001812495144,0.0002485351488;0.0003878119571;0.0002235392522,biomass;glucose;product,run_3;run_2;run_1,0.016584,0,,,0.000286628786,0.016584,0.0002991088889,0,
472,800,472,1,1416,0.0002862324539,0.0003249383481;0.0003528029702;0.0001809560433,0.0002482535603;0.0002231801028;0.0003872636985,biomass;glucose;product,run_3;run_1;run_2,0.031448,0,,,0.0002862324539,0.031448,0.0002982069752,0,
473,800,473,1,1419,0.0002858380499,0.0003245445068;0.0003523059118;0.0001806637311,0.0002228230326;0.0003867176423;0.0002479734748,biomass;glucose;product,run_1;run_2;run_3,0.007952,0,,,0.0002858380499,0.007952,0.0002973085624,0,
474,800,474,1,1422,0.0002854455613,0.0003241525819;0.0003518115295;0.0001803725726,0.0002476948784;0.0002224680254;0.0003861737803,biomass;glucose;product,run_3;run_1;run_2,0.026156,0,,,0.0002854455613,0.026156,0.0002964136648,0,
475,800,475,1,1425,0.0002850549753,0.0003237625598;0.0003513198032;0.0001800825629,0.0002221150632;0.0002474177563;0.0003856321064,biomass;glucose;product,run_1;run_3;run_2,0.075952,0,,,0.0002850549753,0.075952,0.0002955222293,0,
476,800,476,1,1428,0.0002846662791,0.0003233744287;0.0003508307124;0.0001797936961,0.000221764132;0.000247142101;0.0003850926043,biomass;glucose;product,run_1;run_3;run_2,0.025849,0,,,0.0002846662791,0.025849,0.0002946342546,0,
477,800,477,1,1431,0.0002842794599,0.0003229881775;0.0003503442367;0.0001795059656,0.0003845552553;0.0002214152184;0.0002468679061,biomass;glucose;product,run_2;run_1;run_3,0.027167,0,,,0.0002842794599,0.027167,0.0002937497138,0,
478,800,478,1,1434,0.0002838945051,0.0003226037932;0.0003498603557;0.0001792193663,0.0002465951596;0.0002210683049;0.0003840200507,biomass;glucose;product,run_3;run_1;run_2,0.039335,0,,,0.0002838945051,0.039335,0.0002928684721,0,
479,800,479,1,1437,0.0002835114003,0.0003222212611;0.0003493790473;0.0001789338925,0.0003834869794;0.0002207233737;0.0002463238478,biomass;glucose;product,run_2;run_1;run_3,0.029243,0,,,0.0002835114003,0.029243,0.0002919904713,0,
480,800,480,1,1440,0.0002831301331,0.000321840571;0.0003489002918;0.0001786495366,0.000382956027;0.0002203804101;0.0002460539623,biomass;glucose;product,run_2;run_1;run_3,0.030597,0,,,0.0002831301331,0.030597,0.000291115686,0,
481,800,481,1,1443,0.0002827506905,0.0003214617127;0.0003484240687;0.0001783662901,0.0002457854942;0.0003824271774;0.0002200393999,biomass;glucose;product,run_3;run_2;run_1,0.016807,0,,,0.0002827506905,0.016807,0.0002902441339,0,
482,800,482,1,1446,0.0002823733377,0.0003210850022;0.00034795071;0.0001780843008,0.0002197003258;0.0003819012589;0.0002455184283,biomass;glucose;product,run_1;run_2;run_3,0.041416,0,,,0.0002823733377,0.041416,0.0002893656887,0,
483,800,483,1,1449,0.0002819974874,0.0003207097295;0.0003474795398;0.0001778031929,0.0002452526431;0.0002193632035;0.0003813766156,biomass;glucose;product,run_3;run_1;run_2,0.013307,0,,,0.0002819974874,0.013307,0.0002885005695,0,
484,800,484,1,1452,0.0002816234176,0.0003203362415;0.0003470108891;0.0001775231223,0.0002190280305;0.000380854051;0.0002449881714,biomass;glucose;product,run_1;run_2;run_3,0.020846,0,,,0.0002816234176,0.020846,0.0002876394728,0,
485,800,485,1,1455,0.0002812511153,0.0003199645315;0.0003465447225;0.0001772440921,0.0002447250284;0.000380333537;0.0002186947806,biomass;glucose;product,run_3;run_2;run_1,0.028538,0,,,0.0002812511153,0.028538,0.0002867822381,0,
486,800,486,1,1458,0.0002808805699,0.0003195945872;0.0003460810035;0.0001769661189,0.0003798150865;0.0002183634095;0.0002444632137,biomass;glucose;product,run_2;run_1;run_3,0.032047,0,,,0.0002808805699,0.032047,0.0002859281925,0,
487,800,487,1,1461,0.0002805117733,0.0003192264055;0.0003456196985;0.0001766892158,0.0003792986675;0.0002442027584;0.0002180338938,biomass;glucose;product,run_2;run_3;run_1,0.009536,0,,,0.0002805117733,0.009536,0.000285076912,0,
488,800,488,1,1464,0.000280144719,0.0003188599879;0.0003451607798;0.0001764133893,0.0003787842224;0.0002177062278;0.0002439437067,biomass;glucose;product,run_2;run_1;run_3,0.026604,0,,,0.000280144719,0.026604,0.0002842281954,0,
489,800,489,1,1467,0.0002797793991,0.0003184953244;0.000344704228;0.0001761386449,0.0002173803917;0.0002436860548;0.0003782717507,biomass;glucose;product,run_1;run_3;run_2,0.045045,0,,,0.0002797793991,0.045045,0.0002833816307,0,
490,800,490,1,1470,0.0002794158014,0.0003181323957;0.0003442500317;0.0001758649767,0.0002170563619;0.0003777612875;0.0002434297548,biomass;glucose;product,run_1;run_2;run_3,0.021128,0,,,0.0002794158014,0.021128,0.0002825369516,0,
491,800,491,1,1473,0.0002790539098,0.0003177711864;0.0003437981867;0.0001755923562,0.0002167341385;0.0003772528299;0.0002431747609,biomass;glucose;product,run_1;run_2;run_3,0.029609,0,,,0.0002790539098,0.029609,0.0002816945937,0,
492,800,492,1,1476,0.0002786937068,0.0003174116824;0.0003433486925;0.0001753207455,0.0002429210288;0.0002164137326;0.000376746359,biomass;glucose;product,run_3;run_1;run_2,0.020336,0,,,0.0002786937068,0.020336,0.0002808553288,0,
493,800,493,1,1479,0.0002783351768,0.0003170538634;0.0003429015477;0.0001750501193,0.0002426684977;0.0003762418956;0.000216095137,biomass;glucose;product,run_3;run_2;run_1,0.012371,0,,,0.0002783351768,0.012371,0.0002800195989,0,
494,800,494,1,1482,0.0002779789218,0.0003166986708;0.000342456442;0.0001747816526,0.0002424171196;0.000375741309;0.0002157783368,biomass;glucose;product,run_3;run_2;run_1,0.036071,0,,,0.0002779789218,0.036071,0.0002792033497,0,
495,800,495,1,1485,0.0002776236587,0.0003163442083;0.0003420138521;0.0001745129156,0.0003752402198;0.0002421673566;0.0002154633996,biomass;glucose;product,run_2;run_3;run_1,0.043027,0,,,0.0002776236587,0.043027,0.0002783738065,0,
496,800,496,1,1488,0.0002772700335,0.0003159913385;0.000341573473;0.0001742452891,0.0002419186542;0.0002151499899;0.0003747414564,biomass;glucose;product,run_3;run_1;run_2,0.031572,0,,,0.0002772700335,0.031572,0.0002775426011,0,
497,800,497,1,1491,0.0002769180378,0.0003156400716;0.0003411353192;0.0001739787225,0.000214838182;0.0002416710365;0.0003742448949,biomass;glucose;product,run_1;run_3;run_2,0.049218,0,,,0.0002769180378,0.049218,0.0002767125314,0,
498,800,498,1,1494,0.0002765676629,0.0003152905202;0.0003406994119;0.0001737130568,0.0002145282904;0.0002414248795;0.0003737498188,biomass;glucose;product,run_1;run_3;run_2,0.046704,0,,,0.0002765676629,0.046704,0.0002758895663,0,
499,800,499,1,1497,0.0002762189003,0.0003149426252;0.0003402657615;0.0001734483143,0.0003732564866;0.0002142202223;0.000241179992,biomass;glucose;product,run_2;run_1;run_3,0.062441,0,,,0.0002762189003,0.062441,0.000275072512,0,
500,800,500,1,1500,0.0002758717544,0.0003145963087;0.0003398343711;0.0001731845833,0.0002139137115;0.0002409359567;0.0003727655949,biomass;glucose;product,run_1;run_3;run_2,0.044858,0,,,0.0002758717544,0.044858,0.0002742570546,0,
501,800,501,1,1503,0.0002755261925,0.0003142515033;0.0003394052372;0.000172921837,0.0003722767979;0.0002406929173;0.0002136088623,biomass;glucose;product,run_2;run_3;run_1,0.042207,0,,,0.0002755261925,0.042207,0.0002734438252,0,
502,800,502,1,1506,0.0002751822175,0.0003139083433;0.0003389783604;0.0001726599487,0.0002404512053;0.0002133058952;0.0003717895519,biomass;glucose;product,run_3;run_1;run_2,0.011880,0,,,0.0002751822175,0.011880,0.0002726358079,0,
503,800,503,1,1509,0.0002748398218,0.0003135667585;0.0003385537214;0.0001723989855,0.000213004652;0.0002402106232;0.0003713041901,biomass;glucose;product,run_1;run_3;run_2,0.031673,0,,,0.0002748398218,0.031673,0.0002718306836,0,
504,800,504,1,1512,0.0002744990312,0.00031322674;0.0003381313042;0.0001721390492,0.0002127049336;0.0002399710228;0.000370821137,biomass;glucose;product,run_1;run_3;run_2,0.043231,0,,,0.0002744990312,0.043231,0.0002710260374,0,
505,800,505,1,1515,0.0002741597826,0.0003128882054;0.0003377110739;0.0001718800685,0.0002397324459;0.0002124068602;0.0003703400417,biomass;glucose;product,run_3;run_1;run_2,0.028897,0,,,0.0002741597826,0.028897,0.0002702239817,0,
506,800,506,1,1518,0.0002738221002,0.0003125513077;0.0003372930158;0.0001716219772,0.0002394953147;0.0003698603593;0.0002121106267,biomass;glucose;product,run_3;run_2;run_1,0.044980,0,,,0.0002738221002,0.044980,0.0002694275048,0,
507,800,507,1,1521,0.0002734859841,0.0003122159723;0.0003368770993;0.0001713648808,0.0002118160384;0.0003693825059;0.000239259408,biomass;glucose;product,run_1;run_2;run_3,0.037303,0,,,0.0002734859841,0.037303,0.0002686340532,0,
508,800,508,1,1524,0.000273154,0.0003118841417;0.0003364628646;0.0001711149938,0.0003689068629;0.0002390322164;0.0002115229208,biomass;glucose;product,run_2;run_3;run_1,0.020852,0,,,0.000273154,0.020852,0.0002677780915,0,
509,800,509,1,1527,0.0002728206646,0.0003115513915;0.0003360516363;0.000170858966,0.0002112314697;0.0002387961349;0.0003684343891,biomass;glucose;product,run_1;run_3;run_2,0.039403,0,,,0.0002728206646,0.039403,0.0002670094409,0,
510,800,510,1,1530,0.0002724888166,0.0003112202792;0.0003356428013;0.0001706033694,0.0002109423086;0.0003679629659;0.0002385611754,biomass;glucose;product,run_1;run_2;run_3,0.012480,0,,,0.0002724888166,0.012480,0.0002662583284,0,
511,800,511,1,1533,0.0002721584455,0.0003108906636;0.0003352361647;0.0001703485081,0.0002106549133;0.0003674931808;0.0002383272423,biomass;glucose;product,run_1;run_2;run_3,0.040398,0,,,0.0002721584455,0.040398,0.000265509222,0,
512,800,512,1,1536,0.0002718295397,0.0003105623021;0.0003348315091;0.0001700948079,0.00023809384;0.0002103685095;0.0003670262697,biomass;glucose;product,run_3;run_1;run_2,0.024314,0,,,0.0002718295397,0.024314,0.0002647458554,0,
513,800,513,1,1539,0.0002715020891,0.0003102354215;0.0003344286719;0.000169842174,0.0002100834346;0.0002378619695;0.0003665608633,biomass;glucose;product,run_1;run_3;run_2,0.014063,0,,,0.0002715020891,0.014063,0.0002639734147,0,
514,800,514,1,1542,0.0002711760816,0.0003099102592;0.0003340275334;0.0001695904522,0.000366095565;0.0002376325711;0.0002098001088,biomass;glucose;product,run_2;run_3;run_1,0.043882,0,,,0.0002711760816,0.043882,0.0002631980417,0,
515,800,515,1,1545,0.0002708515056,0.0003095866323;0.0003336279819;0.0001693399026,0.0002374050292;0.0002095180164;0.0003656314712,biomass;glucose;product,run_3;run_1;run_2,0.024880,0,,,0.0002708515056,0.024880,0.0002624198854,0,
516,800,516,1,1548,0.0002705283496,0.0003092644009;0.0003332299741;0.0001690906738,0.0002092368193;0.0002371788136;0.0003651694159,biomass;glucose;product,run_1;run_3;run_2,0.032057,0,,,0.0002705283496,0.032057,0.0002616381815,0,
517,800,517,1,1551,0.0002702066025,0.0003089437558;0.0003328335705;0.0001688424813,0.0002369545127;0.0002089570395;0.0003647082554,biomass;glucose;product,run_3;run_1;run_2,0.013137,0,,,0.0002702066025,0.013137,0.0002608586663,0,
518,800,518,1,1554,0.00026988623,0.0003086246345;0.0003324389264;0.0001685951293,0.0002367321015;0.0003642476916;0.000208678897,biomass;glucose;product,run_3;run_2;run_1,0.028172,0,,,0.00026988623,0.028172,0.0002600804458,0,
519,800,519,1,1557,0.0002695672574,0.0003083069595;0.0003320460317;0.0001683487809,0.0002084019845;0.0003637890266;0.000236510761,biomass;glucose;product,run_1;run_2;run_3,0.035015,0,,,0.0002695672574,0.035015,0.0002592974791,0,
520,800,520,1,1560,0.0002692496557,0.0003079905271;0.0003316550343;0.0001681034057,0.0002362898705;0.0003633329309;0.0002081261657,biomass;glucose;product,run_3;run_2;run_1,0.026905,0,,,0.0002692496557,0.026905,0.0002585070957,0,
