step,total_updates,epoch,batch_in_epoch,samples_seen,mean_loss,per_target_loss,per_process_loss,target_names,process_names,step_dt,rebuild_count,holdout_loss,holdout_label,epoch_mean_loss,epoch_time_seconds,grad_norm,n_failed_samples,failed_processes
363,400,363,1,1089,0.0002264502699,9.269849329e-05;0.0003602020464,0.0003158555276;0.000190109581;0.000173385701,biomass;glyco_frac,run_2;run_1;run_3,0.003360,0,,,0.0002264502699,0.003360,8.366917629e-09,0,
364,400,364,1,1092,0.0002264502699,9.269849329e-05;0.0003602020464,0.0003158555318;0.0001901095804;0.0001733856974,biomass;glyco_frac,run_2;run_1;run_3,0.002177,0,,,0.0002264502699,0.002177,7.094122026e-09,0,
365,400,365,1,1095,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001733856941;0.0003158555364;0.0001901095791,biomass;glyco_frac,run_3;run_2;run_1,0.002831,0,,,0.0002264502699,0.002831,6.021123378e-09,0,
366,400,366,1,1098,0.0002264502699,9.269849329e-05;0.0003602020464,0.0003158555409;0.0001901095777;0.000173385691,biomass;glyco_frac,run_2;run_1;run_3,0.002125,0,,,0.0002264502699,0.002125,5.453248588e-09,0,
367,400,367,1,1101,0.0002264502699,9.269849329e-05;0.0003602020464,0.000315855545;0.0001733856878;0.0001901095768,biomass;glyco_frac,run_2;run_3;run_1,0.002092,0,,,0.0002264502699,0.002092,5.455946378e-09,0,
368,400,368,1,1104,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001901095769;0.0001733856843;0.0003158555484,biomass;glyco_frac,run_1;run_3;run_2,0.003045,0,,,0.0002264502699,0.003045,5.76864587e-09,0,
369,400,369,1,1107,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001733856805;0.0003158555509;0.0001901095781,biomass;glyco_frac,run_3;run_2;run_1,0.002446,0,,,0.0002264502699,0.002446,6.054089837e-09,0,
370,400,370,1,1110,0.0002264502699,9.269849329e-05;0.0003602020464,0.0003158555525;0.0001733856764;0.0001901095807,biomass;glyco_frac,run_2;run_3;run_1,0.003665,0,,,0.0002264502699,0.003665,6.095717451e-09,0,
371,400,371,1,1113,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001901095846;0.0001733856719;0.0003158555531,biomass;glyco_frac,run_1;run_3;run_2,0.003617,0,,,0.0002264502699,0.003617,5.812550207e-09,0,
372,400,372,1,1116,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001901095896;0.0001733856671;0.000315855553,biomass;glyco_frac,run_1;run_3;run_2,0.003595,0,,,0.0002264502699,0.003595,5.224829766e-09,0,
373,400,373,1,1119,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001901095954;0.0001733856621;0.0003158555521,biomass;glyco_frac,run_1;run_3;run_2,0.002644,0,,,0.0002264502699,0.002644,4.428290945e-09,0,
374,400,374,1,1122,0.0002264502699,9.269849329e-05;0.0003602020464,0.0003158555509;0.0001901096017;0.000173385657,biomass;glyco_frac,run_2;run_1;run_3,0.003287,0,,,0.0002264502699,0.003287,3.583806463e-09,0,
375,400,375,1,1125,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001901096081;0.000173385652;0.0003158555494,biomass;glyco_frac,run_1;run_3;run_2,0.004047,0,,,0.0002264502699,0.004047,2.914363848e-09,0,
376,400,376,1,1128,0.0002264502699,9.269849329e-05;0.0003602020464,0.000315855548;0.0001901096143;0.0001733856473,biomass;glyco_frac,run_2;run_1;run_3,0.002576,0,,,0.0002264502699,0.002576,2.639554844e-09,0,
377,400,377,1,1131,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001733856429;0.0001901096198;0.0003158555469,biomass;glyco_frac,run_3;run_1;run_2,0.002164,0,,,0.0002264502699,0.002164,2.761449106e-09,0,
378,400,378,1,1134,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001733856389;0.0003158555462;0.0001901096245,biomass;glyco_frac,run_3;run_2;run_1,0.003205,0,,,0.0002264502699,0.003205,3.034316783e-09,0,
379,400,379,1,1137,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001733856354;0.0001901096282;0.000315855546,biomass;glyco_frac,run_3;run_1;run_2,0.003743,0,,,0.0002264502699,0.003743,3.226442339e-09,0,
380,400,380,1,1140,0.0002264502699,9.269849329e-05;0.0003602020464,0.0003158555463;0.0001733856324;0.0001901096309,biomass;glyco_frac,run_2;run_3;run_1,0.002449,0,,,0.0002264502699,0.002449,3.222310568e-09,0,
381,400,381,1,1143,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001901096326;0.0003158555471;0.0001733856299,biomass;glyco_frac,run_1;run_2;run_3,0.002208,0,,,0.0002264502699,0.002208,2.993101542e-09,0,
382,400,382,1,1146,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001901096334;0.0001733856278;0.0003158555484,biomass;glyco_frac,run_1;run_3;run_2,0.003388,0,,,0.0002264502699,0.003388,2.565445441e-09,0,
383,400,383,1,1149,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001901096336;0.0001733856261;0.0003158555499,biomass;glyco_frac,run_1;run_3;run_2,0.002857,0,,,0.0002264502699,0.002857,2.00582549e-09,0,
384,400,384,1,1152,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001733856246;0.0003158555516;0.0001901096334,biomass;glyco_frac,run_3;run_2;run_1,0.002558,0,,,0.0002264502699,0.002558,1.422410814e-09,0,
385,400,385,1,1155,0.0002264502699,9.269849329e-05;0.0003602020464,0.0003158555533;0.0001733856233;0.000190109633,biomass;glyco_frac,run_2;run_3;run_1,0.002485,0,,,0.0002264502699,0.002485,1.004009824e-09,0,
386,400,386,1,1158,0.0002264502699,9.269849329e-05;0.0003602020464,0.000173385622;0.0001901096326;0.0003158555549,biomass;glyco_frac,run_3;run_1;run_2,0.002129,0,,,0.0002264502699,0.002129,9.913233089e-10,0,
387,400,387,1,1161,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001733856208;0.0003158555563;0.0001901096325,biomass;glyco_frac,run_3;run_2;run_1,0.003585,0,,,0.0002264502699,0.003585,1.265860727e-09,0,
388,400,388,1,1164,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001733856195;0.0003158555573;0.0001901096328,biomass;glyco_frac,run_3;run_2;run_1,0.002340,0,,,0.0002264502699,0.002340,1.537803047e-09,0,
389,400,389,1,1167,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001733856182;0.000315855558;0.0001901096335,biomass;glyco_frac,run_3;run_2;run_1,0.002977,0,,,0.0002264502699,0.002977,1.681752995e-09,0,
390,400,390,1,1170,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001733856167;0.0001901096346;0.0003158555583,biomass;glyco_frac,run_3;run_1;run_2,0.002099,0,,,0.0002264502699,0.002099,1.663326937e-09,0,
391,400,391,1,1173,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001901096361;0.0001733856152;0.0003158555582,biomass;glyco_frac,run_1;run_3;run_2,0.002636,0,,,0.0002264502699,0.002636,1.48787693e-09,0,
392,400,392,1,1176,0.0002264502699,9.269849329e-05;0.0003602020464,0.0003158555579;0.000190109638;0.0001733856137,biomass;glyco_frac,run_2;run_1;run_3,0.003015,0,,,0.0002264502699,0.003015,1.183285094e-09,0,
393,400,393,1,1179,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001733856121;0.0003158555574;0.00019010964,biomass;glyco_frac,run_3;run_2;run_1,0.002454,0,,,0.0002264502699,0.002454,7.911431578e-10,0,
394,400,394,1,1182,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001901096421;0.0003158555568;0.0001733856106,biomass;glyco_frac,run_1;run_2;run_3,0.002652,0,,,0.0002264502699,0.002652,3.610670468e-10,0,
395,400,395,1,1185,0.0002264502699,9.269849329e-05;0.0003602020464,0.0003158555562;0.0001733856093;0.0001901096441,biomass;glyco_frac,run_2;run_3;run_1,0.002412,0,,,0.0002264502699,0.002412,9.692215978e-11,0,
396,400,396,1,1188,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001901096459;0.0003158555557;0.000173385608,biomass;glyco_frac,run_1;run_2;run_3,0.002287,0,,,0.0002264502699,0.002287,4.509522036e-10,0,
397,400,397,1,1191,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001901096474;0.0001733856069;0.0003158555553,biomass;glyco_frac,run_1;run_3;run_2,0.002061,0,,,0.0002264502699,0.002061,7.400951219e-10,0,
398,400,398,1,1194,0.0002264502699,9.269849329e-05;0.0003602020464,0.000173385606;0.0001901096485;0.0003158555551,biomass;glyco_frac,run_3;run_1;run_2,0.002252,0,,,0.0002264502699,0.002252,9.247920553e-10,0,
399,400,399,1,1197,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001901096491;0.0003158555551;0.0001733856054,biomass;glyco_frac,run_1;run_2;run_3,0.002301,0,,,0.0002264502699,0.002301,9.959037636e-10,0,
400,400,400,1,1200,0.0002264502699,9.269849329e-05;0.0003602020464,0.0001733856049;0.0003158555553;0.0001901096494,biomass;glyco_frac,run_3;run_2;run_1,0.002509,0,,,0.0002264502699,0.002509,9.582585335e-10,0,
